total_id,scientificName,kingdomName,phylumName,className,orderName,familyName,redlistCategory,marine_regions,url
198647/43157137,Trachurus trachurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/198647/43157137
21113110/43157620,Trachurus trecae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21113110/43157620
21113038/43158821,Caranx fischeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21113038/43158821
198641/43158835,Caranx rhonchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198641/43158835
21113041/43159281,Caranx senegallus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21113041/43159281
198642/43159295,Lichia amia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198642/43159295
21113051/43342645,Hemicaranx bicolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21113051/43342645
18155960/44738727,Ammodytes tobianus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,AMMODYTIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/18155960/44738727
185156/44749514,Microlipophrys canevae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185156/44749514
185162/44750776,Parablennius ruber,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/185162/44750776
198554/44759705,Callionymus reticulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CALLIONYMIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198554/44759705
18258072/44775951,Entelurus aequoreus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18258072/44775951
1615/44876342,Choranthias salmopunctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/1615/44876342
21133184/44876715,Cosmocampus retropinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/21133184/44876715
187714/44920795,Symphodus cinereus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/187714/44920795
198765/44933898,Syngnathus acus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198765/44933898
198605/45100038,Apletodon incognitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198605/45100038
198654/45102461,Crystallogobius linearis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198654/45102461
155214/45106574,Gobius fallax,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155214/45106574
18159556/45106823,Gobius gasteveni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18159556/45106823
155282/45107519,Gobius xanthocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/155282/45107519
198668/45109442,Pomatoschistus minutus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198668/45109442
198550/45110312,Pomatoschistus pictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198550/45110312
198669/45119519,Thorogobius ephippiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198669/45119519
18161514/45126408,Vanneaugobius pruvoti,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18161514/45126408
198601/45142451,Lepidion guentheri,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198601/45142451
18258153/46263285,Minyichthys sentus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/18258153/46263285
18258249/46263303,Syngnathus rostellatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18258249/46263303
67968894/46664264,Antennatus nummifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ANTENNARIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/67968894/46664264
172487/48380274,Omobranchus punctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/172487/48380274
198774/48385954,Parablennius pilicornis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198774/48385954
170334/48680954,Tetrapturus belone,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/170334/48680954
63100/48908629,Dipturus oxyrinchus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/63100/48908629
63120/48913317,Raja asterias,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/63120/48913317
161461/48938639,Leucoraja fullonica,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/161461/48938639
161459/48939762,Raja maderensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/161459/48939762
161705/48941031,Galeus murinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/161705/48941031
187678/49024134,Lappanella fasciata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/187678/49024134
194818/49076966,Paralepis speciosa,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194818/49076966
194884/49082272,Pomatoschistus quagga,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194884/49082272
194863/49086160,Chromogobius zebratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194863/49086160
194859/49087606,Microichthys coccoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPIGONIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194859/49087606
194855/49090879,Parablennius rouxi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/194855/49090879
161463/49318282,Rhinoptera marginata,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,RHINOPTERIDAE,Critically Endangered,Atlantic Eastern Central,https://www.iucnredlist.org/species/161463/49318282
135690/50018800,Pleuronectes platessa,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/135690/50018800
10707/50357742,Hyperoodon ampullatus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Near Threatened,Atlantic Eastern Central,https://www.iucnredlist.org/species/10707/50357742
13241/50363686,Mesoplodon bidens,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/13241/50363686
50902942/50912682,Uraspis helvola,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/50902942/50912682
41007/54907846,Hippocampus algiricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/41007/54907846
56779782/56779843,Chromogobius britoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/56779782/56779843
194308/58335543,Elops senegalensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/194308/58335543
57453743/60780380,Bajacalifornia calcarata,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/57453743/60780380
60481885/60780640,Narcetes erimelas,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60481885/60780640
198564/60783165,Cataetyx alleni,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198564/60783165
60469552/60783358,Cataetyx bruuni,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469552/60783358
60470750/60783895,Grammonus longhursti,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470750/60783895
198624/60784465,Carapus acus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,CARAPIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198624/60784465
60482259/60785025,Paracaristius nudarcus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARISTIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482259/60785025
60482710/60785188,Platyberyx mauli,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARISTIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482710/60785188
60469615/60785295,Caulophryne pelagica,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469615/60785295
60469697/60785675,Cetomimus compunctus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469697/60785675
60469712/60786092,Cetomimus hempeli,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469712/60786092
60469816/60786497,Chiasmodon braueri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469816/60786497
190433/60786860,Pseudoscopelus scriptus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/190433/60786860
60469441/60787307,Bathycongrus bertini,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469441/60787307
60470376/60787570,Epigonus affinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPIGONIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470376/60787570
60469220/60788255,Apletodon barbatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469220/60788255
60469224/60788359,Apletodon wirtzi,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469224/60788359
60470344/60788376,Diplecogaster ctenocrypta,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470344/60788376
60470339/60789027,Didogobius amicuscaridis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470339/60789027
21130109/60789114,Didogobius kochi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21130109/60789114
60470745/60789949,Gorogobius stevcici,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Vulnerable,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470745/60789949
21130979/60790056,Vanneaugobius canariensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/21130979/60790056
60469890/60790425,Cyclothone pseudoacclinidens,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469890/60790425
60470856/60790754,Himantolophus macroceras,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,HIMANTOLOPHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470856/60790754
60470876/60790787,Himantolophus macroceratoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,HIMANTOLOPHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470876/60790787
60470908/60790815,Himantolophus multifurcatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,HIMANTOLOPHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470908/60790815
60472006/60791299,Linophryne maderensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60472006/60791299
60472203/60791321,Linophryne polypogon,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60472203/60791321
60472779/60791381,Linophryne sexfilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60472779/60791381
60482037/60792173,Odontomacrurus murrayi,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482037/60792173
60481663/60792991,Monognathus nigeli,ANIMALIA,CHORDATA,ACTINOPTERYGII,SACCOPHARYNGIFORMES,MONOGNATHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60481663/60792991
60470461/60793045,Gadella svetovidovi,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470461/60793045
60471850/60793062,Laemonema robustum,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60471850/60793062
60482611/60793460,Physiculus maslowskii,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482611/60793460
60470096/60793691,Diaphus vanhoeffeni,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470096/60793691
198621/60794285,Notoscopelus bolini,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198621/60794285
60485122/60794317,Symbolophorus kreffti,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60485122/60794317
60470358/60795030,Dolopichthys jubatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470358/60795030
60482063/60796200,Oneirodes clarkei,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482063/60796200
60482105/60796231,Oneirodes myrionemus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482105/60796231
60482178/60796603,Ophichthus pullus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482178/60796603
60469298/60797343,Bassozetus oncerocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469298/60797343
60470977/60798537,Holcomycteronus profundissimus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470977/60798537
60471883/60799272,Lamprogrammus exutus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60471883/60799272
60475013/60799542,Luciobrotula nolfi,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60475013/60799542
18138869/60799577,Monomitopus metriostoma,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/18138869/60799577
60482776/60799889,Porogadus nudus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482776/60799889
60482786/60799917,Porogadus subarmatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60482786/60799917
60485860/60800163,Uncisudis longirostra,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60485860/60800163
60469546/60800192,Bembrops cadenati,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCOPHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469546/60800192
198604/60811743,Phycis phycis,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,PHYCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198604/60811743
60469249/60812140,Barbantus elongatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469249/60812140
57453720/60812160,Maulisia argipalla,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/57453720/60812160
60480620/60812253,Mentodus mesalirus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60480620/60812253
60480946/60812280,Mentodus perforatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60480946/60812280
60481184/60812290,Mentodus rostratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60481184/60812290
60483137/60812346,Regalecus russelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,REGALECIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60483137/60812346
17977/60812482,Pontinus nigropunctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/17977/60812482
60484396/60813851,Scorpaenodes insularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60484396/60813851
60484435/60813868,Serranus heterurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60484435/60813868
60469170/60813935,Abyssoberyx levisquamosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,STEPHANOBERYCIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469170/60813935
60476220/60813987,Maurolicus amethystinopunctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60476220/60813987
60469237/60814275,Astronesthes decoratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469237/60814275
60469241/60814281,Astronesthes haplophos,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469241/60814281
60469244/60814301,Astronesthes karsteni,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60469244/60814301
60470379/60814440,Eustomias aequatorialis,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470379/60814440
60470388/60814528,Eustomias insularum,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470388/60814528
60470399/60814601,Eustomias lanceolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470399/60814601
60471973/60814711,Leptostomias gracilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60471973/60814711
60479167/60814751,Melanostomias paucilaternatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/60479167/60814751
198751/60815389,Chelidonichthys lastoviza,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198751/60815389
60485561/60815922,Trigla macrodactylus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60485561/60815922
198723/60816056,Melanostigma atlanticum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ZOARCIDAE,Least Concern,Atlantic Eastern Central,https://www.iucnredlist.org/species/198723/60816056
61934220/61934235,Gigantactis watermani,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,GIGANTACTINIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/61934220/61934235
60470414/62183815,Eustomias monoclonoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/60470414/62183815
41006/67617766,Hippocampus guttulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/41006/67617766
10069/67618259,Hippocampus hippocampus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/10069/67618259
67963974/67963980,Gaidropsarus guttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,LOTIDAE,Data Deficient,Atlantic Eastern Central,https://www.iucnredlist.org/species/67963974/67963980
